anime_id,Name,English name,Other name,Score,Genres,Aired,Status,Rating,Rank,Popularity,number_of_female_reviewers,number_of_male_reviewers
10941,Mushi no Tameiki,UNKNOWN,蟲の溜息,5.35,UNKNOWN,"Jul 10, 2011",Finished Airing,G - All Ages,UNKNOWN,13177,16,23
10943,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,UNKNOWN,ツヨシしっかりしなさい ツヨシのタイムマシーンでしっかりしなさい,UNKNOWN,"Comedy, Drama, Romance, Slice of Life","Dec 5, 1993",Finished Airing,PG-13 - Teens 13 or older,13101.0,15407,0,0
10947,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days,攻殻機動隊 Stand Alone Complex - The Laughing Man タチコマな日々,6.69,"Comedy, Sci-Fi","Sep 23, 2005",Finished Airing,PG - Children,5387.0,7244,22,82
10948,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikomatic Days,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven タチコマな日々,6.76,"Comedy, Sci-Fi","Jan 27, 2006",Finished Airing,PG - Children,5018.0,7241,25,79
10949,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days Fan Disc,ファンディスク 攻殻機動隊 STAND ALONE COMPLEX-インターバル-,6.36,"Comedy, Sci-Fi","Feb 25, 2004",Finished Airing,G - All Ages,7093.0,7482,15,53
10950,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex: Solid State Society 3D: Tachikomatic Days,攻殻機動隊 S.A.C. Solid State Society 3D タチコマな日々,6.58,"Comedy, Sci-Fi","Jul 22, 2011",Finished Airing,PG - Children,5906.0,7716,15,43
10953,Pants Pankurou,UNKNOWN,パンツぱんくろう,UNKNOWN,"Comedy, Slice of Life",Apr 2004 to Mar 2008,Finished Airing,G - All Ages,18809.0,17600,0,1
10954,Toei Robot Girls,UNKNOWN,東映ロボットガールズ,5.2,Sci-Fi,"Jul 2, 2011",Finished Airing,PG-13 - Teens 13 or older,11577.0,10120,11,30
10958,High Score,UNKNOWN,HIGH SCORE [ハイスコア],5.53,"Comedy, Slice of Life","Nov 28, 2011 to Jan 30, 2012",Finished Airing,PG-13 - Teens 13 or older,10696.0,6516,278,382
10964,Heavy,UNKNOWN,ヘヴィ,5.75,"Action, Drama, Sports","Apr 14, 1990",Finished Airing,R - 17+ (violence & profanity),9887.0,12838,1,4
10965,Kagaku Bouken-tai Tansar 5,UNKNOWN,科学冒険隊タンサー5,6.13,"Adventure, Mystery, Sci-Fi, Supernatural","Jul 27, 1979 to Mar 28, 1980",Finished Airing,PG-13 - Teens 13 or older,8244.0,14728,0,1
10967,Circuit no Ookami II: Modena no Ken,UNKNOWN,サーキットの狼II モデナの剣,5.29,UNKNOWN,"Dec 21, 1990",Finished Airing,UNKNOWN,11384.0,13427,0,5
10979,48x61,UNKNOWN,48x61 四拾八x六拾壱,5.16,"Comedy, Sports",2002,Finished Airing,PG-13 - Teens 13 or older,11652.0,10544,35,61
10987,Zettai Zetsumei Dangerous Jiisan (2004),UNKNOWN,絶体絶命でんぢゃらすじーさん,5.76,Comedy,"Apr 4, 2004 to Mar 27, 2005",Finished Airing,PG - Children,9864.0,14944,0,3
10989,Stray Sheep: Poe no Chicchana Daibouken,UNKNOWN,ストレイシープ ポーのちっちゃな大冒険,UNKNOWN,Comedy,"Oct 16, 2001 to Jan 1, 2005",Finished Airing,PG - Children,20069.0,15513,0,0
10995,Ganbare!! Nattou-san,UNKNOWN,頑張れ!!納父さん,UNKNOWN,Comedy,"Jul 2, 2011 to Jul 2011",Finished Airing,G - All Ages,16018.0,16388,0,0
10997,Fujilog 2nd Season,UNKNOWN,フジログ 第2シーズン,UNKNOWN,Comedy,"Oct 2, 2011 to Dec 26, 2011",Finished Airing,PG-13 - Teens 13 or older,15937.0,15681,0,1
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Inazuma Eleven GO: The Ultimate Bond Griffon,劇場版イナズマイレブンGO 究極の絆 グリフォン,7.41,"Sci-Fi, Sports","Dec 23, 2011",Finished Airing,G - All Ages,2036.0,4886,69,80
11001,Toshokan Sensou: Kakumei no Tsubasa,Library Wars: The Wings of Revolution,図書館戦争 革命のつばさ,7.74,"Action, Comedy, Romance","Jun 16, 2012",Finished Airing,PG-13 - Teens 13 or older,1056.0,4260,258,199
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Pokémon 4D: Pikachu's Ocean Adventure,ポケモン3Dアドベンチャー2 ピカチュウの海底大冒険,6.83,"Adventure, Comedy, Fantasy","May 20, 2006",Finished Airing,PG - Children,4729.0,6095,61,73
11013,Inu x Boku SS,Inu X Boku Secret Service,妖狐×僕SS,7.39,"Comedy, Romance, Supernatural","Jan 13, 2012 to Mar 30, 2012",Finished Airing,PG-13 - Teens 13 or older,2132.0,415,6387,5887
11017,Battle Spirits: Heroes,UNKNOWN,バトルスピリッツ 覇王（ヒーローズ）,6.09,Sci-Fi,"Sep 18, 2011 to Sep 2, 2012",Finished Airing,PG - Children,8388.0,10454,3,20
11019,Pokemon 3D Adventure: Mew wo Sagase!,Pokémon 3D Adventure: Find Mew!,ポケモン３Ｄアドベンチャー　ミュウを探せ！,6.98,"Adventure, Comedy, Fantasy","Mar 18, 2005",Finished Airing,PG - Children,4076.0,5884,78,120
11021,Muv-Luv Alternative: Total Eclipse,Muv-Luv Alternative: Total Eclipse,マブラヴ オルタネイティヴ トータル・イクリプス,7.09,"Action, Sci-Fi","Jul 2, 2012 to Dec 24, 2012",Finished Airing,R+ - Mild Nudity,3575.0,2015,334,2804
11033,"Natsu-iro Egao de 1, 2, Jump!",UNKNOWN,"夏色えがおで1, 2, Jump!",7.24,UNKNOWN,"Aug 24, 2011",Finished Airing,PG-13 - Teens 13 or older,UNKNOWN,5340,223,246
11043,Install Pilot,UNKNOWN,印ストール,5.51,"Action, Sci-Fi","Jul 18, 2011",Finished Airing,R - 17+ (violence & profanity),10742.0,13257,6,8
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,UNKNOWN,新メイプルタウン物語 パームタウン編 こんにちは! 新しい町,6.18,"Fantasy, Slice of Life","Mar 14, 1987",Finished Airing,G - All Ages,7993.0,14119,2,1
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,UNKNOWN,映画 ドラえもん のび太と奇跡の島～アニマル アドベンチャー～,7.21,"Adventure, Comedy, Fantasy","Mar 3, 2012",Finished Airing,PG - Children,2991.0,7412,10,25
11061,Hunter x Hunter (2011),Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,9.04,"Action, Adventure, Fantasy","Oct 2, 2011 to Sep 24, 2014",Finished Airing,PG-13 - Teens 13 or older,10.0,10,4442,12593
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,Pokémon: Pikachu's Big Mysterious Adventure,ピカチュウのふしぎなふしぎな大冒険,6.28,"Adventure, Comedy, Fantasy","Aug 1, 2010",Finished Airing,PG - Children,7480.0,7296,44,66
11073,Pokemon Introductory Recap,Ash's Journey,Pokemon: Ash's Journey,6.43,Fantasy,"Jul 18, 1998",Finished Airing,PG - Children,6705.0,5760,86,117
11077,Hellsing: The Dawn,UNKNOWN,HELLSING THE DAWN,7.13,"Action, Horror, Supernatural","Jul 27, 2011 to Dec 26, 2012",Finished Airing,R - 17+ (violence & profanity),3398.0,2011,621,1787
11079,Kill Me Baby,Kill Me Baby,キルミーベイベー,6.85,Comedy,"Jan 6, 2012 to Mar 30, 2012",Finished Airing,PG-13 - Teens 13 or older,4605.0,1724,836,3076
11083,Nurarihyon no Mago: Sennen Makyou Recaps,Nura: Rise of the Yokai Clan - Demon Capital,ぬらりひょんの孫 千年魔京,6.68,"Action, Supernatural","Sep 25, 2011 to Dec 25, 2011",Finished Airing,PG-13 - Teens 13 or older,5449.0,5602,189,305
11087,Awake,UNKNOWN,AWAKE,5.04,"Action, Sci-Fi","Aug 16, 1984 to 1987",Finished Airing,R+ - Mild Nudity,11885.0,12477,5,16
11093,Ziggy: Soreyuke! R&R Band,UNKNOWN,ZIGGY それゆけ!R&R BAND,5.4,"Adventure, Mystery","Jul 12, 1991",Finished Airing,PG-13 - Teens 13 or older,11100.0,12901,0,5
11095,Zouressha ga Yatte Kita,UNKNOWN,ぞう列車がやってきた,UNKNOWN,Adventure,"Jul 4, 1992",Finished Airing,PG - Children,14388.0,16640,0,0
11097,Zou no Inai Doubutsuen,UNKNOWN,象のいない動物園,UNKNOWN,Drama,"Mar 20, 1982",Finished Airing,PG - Children,14382.0,15824,0,0
11099,Tiger & Bunny Pilot,Tiger & Bunny Pilot,TIGER & BUNNY （タイガー・アンド・バニー）,6.15,"Action, Comedy","May 27, 2011",Finished Airing,PG-13 - Teens 13 or older,8132.0,6138,230,210
11101,Honoo no Alpenrose,UNKNOWN,ドラマチックメモリー 炎のアルペンローゼ,5.99,"Drama, Romance","Feb 15, 1986 to Mar 31, 1986",Finished Airing,PG-13 - Teens 13 or older,8887.0,13144,5,2
11103,Busou Shinki Moon Angel,UNKNOWN,武装神姫 Moon Angel,6.53,"Action, Sci-Fi","Sep 7, 2011 to Jan 26, 2012",Finished Airing,PG-13 - Teens 13 or older,6185.0,5442,219,1208
11111,Another,Another,アナザー,7.48,"Horror, Mystery, Supernatural","Jan 10, 2012 to Mar 27, 2012",Finished Airing,R - 17+ (violence & profanity),1780.0,56,10495,19228
11113,Usagi Drop Specials,Bunny Drop Specials,うさぎドロップ,7.94,Slice of Life,"Oct 28, 2011 to Jan 27, 2012",Finished Airing,PG-13 - Teens 13 or older,653.0,2437,1051,1653
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World's Greatest First Love 2,世界一初恋 2,7.85,"Boys Love, Romance","Oct 8, 2011 to Dec 24, 2011",Finished Airing,PG-13 - Teens 13 or older,830.0,1406,4548,413
11135,Hybrid Child,UNKNOWN,ハイブリッド チャイルド,7.53,"Boys Love, Drama, Romance, Sci-Fi","Oct 29, 2014 to Jan 28, 2015",Finished Airing,PG-13 - Teens 13 or older,1615.0,2278,1019,69
11177,Cross Fight B-Daman,B-Daman Crossfire,クロスファイト ビーダマン,6.53,UNKNOWN,"Oct 2, 2011 to Sep 30, 2012",Finished Airing,G - All Ages,6186.0,6592,14,44
11179,Papa no Iukoto wo Kikinasai!,"Listen to Me, Girls. I Am Your Father!",パパのいうことを聞きなさい！,7.26,"Comedy, Romance","Jan 11, 2012 to Mar 28, 2012",Finished Airing,PG-13 - Teens 13 or older,2741.0,1169,908,5237
11189,Pair,UNKNOWN,pair*,5.37,UNKNOWN,"Aug 24, 2011",Finished Airing,G - All Ages,UNKNOWN,12050,40,26
11197,Kuma no Puutarou,UNKNOWN,クマのプー太郎,UNKNOWN,Comedy,"Apr 19, 1995 to Mar 29, 1996",Finished Airing,UNKNOWN,17541.0,16960,0,0
11203,Hero Hero-kun,UNKNOWN,へろへろくん,UNKNOWN,"Adventure, Comedy","Apr 3, 2000 to Jan 2, 2001",Finished Airing,PG - Children,16415.0,15459,0,1
11213,Hoshi no Ko Poron,UNKNOWN,星の子ポロン,UNKNOWN,Sci-Fi,"Apr 1, 1974 to Apr 4, 1975",Finished Airing,PG - Children,16539.0,14276,0,0
11221,Machikado no Märchen,UNKNOWN,Radio City Fantasy 街角のメルヘン,5.95,Romance,"Jul 21, 1984",Finished Airing,PG-13 - Teens 13 or older,9048.0,10515,1,10
11227,Rinne no Lagrange,Lagrange: The Flower of Rin-ne,輪廻のラグランジェ,6.9,"Action, Comedy, Sci-Fi","Jan 8, 2012 to Mar 25, 2012",Finished Airing,PG-13 - Teens 13 or older,4398.0,2413,590,2248
11235,Amagami SS+ Plus,Amagami SS+ plus,アマガミSS+ plus,7.39,Romance,"Jan 6, 2012 to Mar 30, 2012",Finished Airing,PG-13 - Teens 13 or older,2119.0,1331,661,6402
11237,Hidamari Sketch x SP,Hidamari Sketch x SP,ひだまりスケッチ×SP,7.77,"Comedy, Slice of Life","Oct 30, 2011 to Nov 6, 2011",Finished Airing,PG-13 - Teens 13 or older,978.0,5191,130,699
11239,Hidamari Sketch x Honeycomb,UNKNOWN,ひだまりスケッチ×ハニカム,7.93,Comedy,"Oct 5, 2012 to Dec 21, 2012",Finished Airing,PG-13 - Teens 13 or older,685.0,4308,185,943
11241,Brave 10,Brave 10,ブレイブ・テン,6.75,"Action, Adventure","Jan 8, 2012 to Mar 25, 2012",Finished Airing,R - 17+ (violence & profanity),5071.0,1464,2804,5150
11245,Manga Nihonshi,UNKNOWN,まんが日本史,UNKNOWN,UNKNOWN,"Mar 4, 1983 to Aug 4, 1984",Finished Airing,UNKNOWN,17894.0,14189,0,1
11266,Ao no Exorcist: Kuro no Iede,Blue Exorcist: Runaway Kuro,青の祓魔師(エクソシスト) クロの家出,7.28,Fantasy,"Oct 26, 2011",Finished Airing,PG-13 - Teens 13 or older,2607.0,1580,2794,2961
11268,Ganso Tensai Bakabon,UNKNOWN,元祖天才バカボン,6.37,"Comedy, Slice of Life","Oct 6, 1975 to Sep 26, 1977",Finished Airing,G - All Ages,7044.0,12307,1,6
11269,Maken Liner 0011 Henshin Seyo!,UNKNOWN,魔犬ライナー００１１変身せよ,5.24,"Action, Sci-Fi","Jul 16, 1972",Finished Airing,PG - Children,11506.0,13151,1,8
11275,Akadou Suzunosuke,UNKNOWN,赤胴鈴之助,6.28,Adventure,"Apr 5, 1972 to Mar 28, 1973",Finished Airing,PG-13 - Teens 13 or older,7502.0,13118,1,5
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,UNKNOWN,武者ケロ　お披露目！戦国ラン星大バトル！！,6.47,"Action, Comedy","Mar 1, 2008",Finished Airing,PG - Children,6528.0,11615,7,7
11285,Black★Rock Shooter (TV),Black Rock Shooter,ブラック★ロックシューター,6.8,"Action, Drama","Feb 3, 2012 to Mar 23, 2012",Finished Airing,PG-13 - Teens 13 or older,4831.0,633,4707,8861
11299,Kero 0: Shuppatsu da yo! Zenin Shuugou!,UNKNOWN,ケロ０　出発だよ！全員集合！！,6.76,"Action, Adventure, Comedy, Sci-Fi","Mar 7, 2009",Finished Airing,PG - Children,5013.0,10841,8,7
11307,Ginga Patrol PJ,UNKNOWN,銀河パトロールPJ,6.62,"Drama, Sci-Fi","Oct 9, 1982 to 1983",Finished Airing,UNKNOWN,5731.0,12267,6,17
11313,Kimi no Iru Machi: Tasogare Kousaten,A Town Where You Live: Crossing at Twilight,君のいる町 黄昏交差点,7.19,"Drama, Romance","Mar 16, 2012 to Jun 15, 2012",Finished Airing,R+ - Mild Nudity,3097.0,3187,585,1649
11339,A-Channel+smile,UNKNOWN,Aチャンネル+smile（プラス スマイル）,7.09,Comedy,"Mar 21, 2012",Finished Airing,PG-13 - Teens 13 or older,3595.0,4367,372,1336
11341,Tantei Opera Milky Holmes Dai 2 Maku,Detective Opera Milky Holmes 2,探偵オペラ ミルキィホームズ 第2幕,7.19,"Comedy, Mystery","Jan 5, 2012 to Mar 22, 2012",Finished Airing,PG-13 - Teens 13 or older,3065.0,4774,128,499
11355,"Kono Danshi, Uchuujin to Tatakaemasu.",This Boy Can Fight Aliens,この男子、宇宙人と戦えます。,6.76,"Action, Boys Love, Fantasy, Supernatural","Oct 10, 2011",Finished Airing,G - All Ages,5017.0,4039,662,118
11357,Micro Teukgongdae Diatron 5,UNKNOWN,마이크로 특공대 다이야트론 5,4.43,Sci-Fi,"Jul 20, 1985",Finished Airing,PG - Children,12504.0,12538,3,16
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Dragon Ball Z Kai: Bring Peace to the Future! Goku's Spirit is Eternal,ドラゴンボール改 未来に平和を！悟空の魂よ永遠に,7.52,"Action, Comedy, Fantasy, Sci-Fi","Aug 2, 2011",Finished Airing,PG-13 - Teens 13 or older,1649.0,3008,202,1229
11371,Shin Tennis no Ouji-sama,The Prince of Tennis II,新テニスの王子様,7.54,Sports,"Jan 5, 2012 to Mar 29, 2012",Finished Airing,PG-13 - Teens 13 or older,1580.0,2598,818,939
11375,.hack//The Movie: Sekai no Mukou ni,UNKNOWN,.hack//The Movie セカイの向こうに,7.06,"Action, Adventure, Fantasy, Mystery, Sci-Fi","Jan 21, 2012",Finished Airing,PG-13 - Teens 13 or older,3720.0,4792,271,821
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,Digimon Fusion,デジモンクロスウォーズ 時を駆ける少年ハンターたち,6.41,"Action, Adventure, Comedy, Fantasy","Oct 2, 2011 to Mar 25, 2012",Finished Airing,PG - Children,6814.0,4104,153,556
11389,Happy Kappy Recap,UNKNOWN,はっぴ〜カッピ,5.41,"Comedy, Fantasy","Aug 17, 2011",Finished Airing,G - All Ages,11065.0,15786,8,6
11405,Skyers 5,UNKNOWN,スカイヤーズ5,UNKNOWN,"Action, Sci-Fi","Oct 4, 1967 to Dec 20, 1967",Finished Airing,G - All Ages,19929.0,14091,0,0
11411,Hell Target,Hell Target,HELL TARGET [ヘルターゲット],4.53,"Horror, Sci-Fi","Jan 21, 1987",Finished Airing,R - 17+ (violence & profanity),12449.0,10044,6,46
11421,Iruka to Shounen,UNKNOWN,イルカと少年,UNKNOWN,Adventure,"Jul 30, 1975 to Aug 15, 1975",Finished Airing,PG - Children,16747.0,15331,2,1
11433,Ano Natsu de Matteru,Waiting in the Summer,あの夏で待ってる,7.42,"Drama, Romance, Sci-Fi","Jan 10, 2012 to Mar 27, 2012",Finished Airing,PG-13 - Teens 13 or older,2003.0,571,3084,10211
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,Rurouni Kenshin: New Kyoto Arc,るろうに剣心-明治剣客浪漫譚- 新京都編,7.11,"Action, Drama","Dec 17, 2011 to Jun 23, 2012",Finished Airing,R - 17+ (violence & profanity),3503.0,3974,250,574
11445,UFO Princess Valkyrie: Recap,UNKNOWN,円盤皇女ワるきゅーレ,6.1,"Comedy, Romance, Sci-Fi","Aug 23, 2003",Finished Airing,PG-13 - Teens 13 or older,8357.0,11384,6,15
11447,Yuureisen,The Phantom Ship,幽霊船,5.53,Supernatural,Apr 1956,Finished Airing,G - All Ages,10688.0,10566,8,12
11457,Chibi☆Devi!,UNKNOWN,ちび☆デビ！,6.85,"Fantasy, Supernatural","Oct 10, 2011 to Feb 17, 2014",Finished Airing,PG - Children,4632.0,4648,390,281
11471,Dororo Pilot,UNKNOWN,どろろ,5.73,Action,Jan 1968,Finished Airing,PG-13 - Teens 13 or older,9950.0,8122,11,37
11483,Redline Pilot,UNKNOWN,レッドライン,6.69,UNKNOWN,"Jan 12, 2009",Finished Airing,PG-13 - Teens 13 or older,5395.0,5998,49,159
11487,Sekiranun Graffiti,UNKNOWN,積乱雲グラフィティ,6.93,UNKNOWN,"Aug 13, 2011",Finished Airing,G - All Ages,UNKNOWN,7054,176,170
11491,Recorder to Randoseru Do♪,Recorder and Randsell,リコーダーとランドセル　ド♪,6.64,"Comedy, Slice of Life","Jan 6, 2012 to Mar 28, 2012",Finished Airing,PG-13 - Teens 13 or older,5627.0,2799,1062,1786
11497,Sore Ike! Zukkoke Sannin-gumi,UNKNOWN,それいけ! ズッコケ三人組,UNKNOWN,Comedy,"Apr 4, 2004 to Oct 3, 2004",Finished Airing,PG - Children,20023.0,16398,0,0
11505,Kiss Dum: Omokage,UNKNOWN,キスダム: オモカゲ,5.92,Sci-Fi,"Sep 29, 2011",Finished Airing,PG-13 - Teens 13 or older,9173.0,12294,4,23
11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,UNKNOWN,神のみぞ知るセカイ Nonstop!! Hunters,6.54,UNKNOWN,"Sep 21, 2011",Finished Airing,PG-13 - Teens 13 or older,UNKNOWN,5621,128,283
11511,Bouei Honou / Evidence,UNKNOWN,防衛本脳／Evidence,5.52,UNKNOWN,"Apr 20, 2011",Finished Airing,G - All Ages,UNKNOWN,11412,49,54
11521,Hello Kitty: Ringo no Mori no Fantasy,Hello Kitty: The Fantasy of the Apple Forest,ハローキティ りんごの森のファンタジー,5.81,"Comedy, Fantasy","Apr 4, 2006 to Sep 19, 2006",Finished Airing,PG - Children,9656.0,12540,5,0
11525,Mamimume★Mogacho,UNKNOWN,まみむめ★もがちょ,UNKNOWN,UNKNOWN,"Jul 1, 2001 to Sep 23, 2001",Finished Airing,PG - Children,17873.0,15350,0,0
11531,Un-Go: Inga-ron,UN-GO: Chapter of Inga,UN-GO episode:0 因果論,7.54,"Mystery, Supernatural","Nov 19, 2011",Finished Airing,R - 17+ (violence & profanity),1588.0,3409,744,875
11533,Momotarou Densetsu,UNKNOWN,桃太郎伝説,6.44,"Adventure, Comedy","Oct 2, 1989 to Oct 1, 1990",Finished Airing,G - All Ages,6678.0,13979,0,1
11537,Yamatarou Kaeru,Yamataro Comes Back,山太郎かえる,5.95,UNKNOWN,"Aug 15, 1986",Finished Airing,G - All Ages,9072.0,12291,7,16
11541,Ad Lib Anime Kenkyuujo,UNKNOWN,アドリブアニメ研究所,UNKNOWN,Comedy,"Oct 16, 2011 to Mar 31, 2013",Finished Airing,G - All Ages,14457.0,12317,10,16
11543,Hate You,UNKNOWN,HATE YOU,5.93,Action,"Jul 20, 2011",Finished Airing,PG-13 - Teens 13 or older,UNKNOWN,10392,106,57
11545,Happyakuyachou Hyouri Kewaishi,UNKNOWN,八百八町表裏 化粧師,UNKNOWN,Drama,"Oct 9, 1990 to Apr 30, 1991",Finished Airing,PG-13 - Teens 13 or older,16336.0,13802,0,3
11547,Sengoku☆Paradise Kiwami,UNKNOWN,戦国☆パラダイス-極-（きわみ）,5.95,"Action, Comedy, Drama, Romance","Oct 4, 2011 to Mar 27, 2012",Finished Airing,PG-13 - Teens 13 or older,9058.0,7723,92,53
11553,Toradora!: Bentou no Gokui,Toradora!: Bento Battle,とらドラ！ 弁当の極意,7.43,"Comedy, Gourmet","Dec 21, 2011",Finished Airing,PG-13 - Teens 13 or older,1946.0,1270,1236,2695
11561,Sougen no Ko Tenguri,UNKNOWN,草原の子テングリ,5.98,"Adventure, Drama",1977,Finished Airing,G - All Ages,8934.0,12179,2,10
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,UNKNOWN,プリキュアオールスターズDX the DANCE LIVE♥ ～ミラクルダンスステージへようこそ～,6.87,Fantasy,"Nov 25, 2011",Finished Airing,G - All Ages,4541.0,9903,16,19
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,8.45,"Drama, Sci-Fi","Apr 20, 2013",Finished Airing,PG-13 - Teens 13 or older,146.0,351,1363,5027
11579,Jubilee,UNKNOWN,ジュビリー,5.08,Avant Garde,1999,Finished Airing,G - All Ages,UNKNOWN,12585,9,17
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,UNKNOWN,夏色サプライズ,6.52,UNKNOWN,"Sep 14, 2011",Finished Airing,PG-13 - Teens 13 or older,UNKNOWN,6078,147,329
11589,Puu-Neko Shougekijou,UNKNOWN,プ〜ねこ小劇場,UNKNOWN,Comedy,"Jun 29, 2011 to Sep 14, 2011",Finished Airing,G - All Ages,19002.0,15039,1,1
11593,Ganbare! Bokura no Hit and Run,Hit and Run,がんばれ！ぼくらのヒットエンドラン,UNKNOWN,Sports,"Feb 18, 1979",Finished Airing,G - All Ages,16009.0,15920,0,0
11595,Perman (1983),Superkid (1983),パーマン (1983),6.57,Comedy,"Apr 4, 1983 to Jul 2, 1985",Finished Airing,PG - Children,5987.0,8828,3,3
11609,"Sono Toki, Shimakou ga Ugoita!",At that time Mr. Shimakoh moved!,その時、シマコーが動いた!,UNKNOWN,Comedy,"Jun 29, 2011 to Sep 14, 2011",Finished Airing,PG-13 - Teens 13 or older,19957.0,15255,1,1
11611,Shuukan Shimakou Special,UNKNOWN,大怪獣島耕作の巻,UNKNOWN,Comedy,"Jan 4, 2011",Finished Airing,PG-13 - Teens 13 or older,19887.0,16689,0,1
11615,Morita-san wa Mukuchi. 2,UNKNOWN,森田さんは無口。２,6.64,"Comedy, Slice of Life","Oct 5, 2011 to Dec 28, 2011",Finished Airing,PG-13 - Teens 13 or older,5618.0,5412,259,671
11625,Donbe Monogatari,UNKNOWN,どんべえ物語,UNKNOWN,UNKNOWN,"Apr 26, 1981",Finished Airing,G - All Ages,15623.0,16366,1,1
11633,Blood Lad,Blood Lad,ブラッドラッド,7.26,"Action, Comedy, Fantasy","Jul 8, 2013 to Sep 9, 2013",Finished Airing,PG-13 - Teens 13 or older,2706.0,280,3542,8541
11635,Sacred Seven: Shirogane no Tsubasa,Sacred Seven: Wings of the Silver Moon,セイクリッドセブン　銀月の翼,6.62,"Action, Sci-Fi","Jan 7, 2012",Finished Airing,PG-13 - Teens 13 or older,5756.0,7206,28,62
11659,Pink Mizu Dorobou Ame Dorobou,Pink: Water Thieves Rain Thieves,ピンク みずドロボウあめドロボウ,5.53,"Action, Comedy, Fantasy","Jul 7, 1990",Finished Airing,PG-13 - Teens 13 or older,10670.0,11028,2,11
11661,Robo to Shoujo (Kari),UNKNOWN,ロボと少女（仮）,5.35,"Action, Comedy, Sci-Fi","Jun 16, 2010 to Jun 19, 2011",Finished Airing,PG-13 - Teens 13 or older,11223.0,10522,24,36
11663,Hakuouki OVA,UNKNOWN,薄桜鬼,7.4,"Action, Drama, Supernatural",Mar 2011,Finished Airing,PG-13 - Teens 13 or older,2087.0,5322,458,92
11665,Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,夏目友人帳 肆,8.64,"Drama, Slice of Life, Supernatural","Jan 3, 2012 to Mar 27, 2012",Finished Airing,PG-13 - Teens 13 or older,66.0,946,3395,2864
11673,Hal no Fue,Hal's Flute,ハルのふえ,UNKNOWN,Adventure,"Oct 22, 2011",Finished Airing,G - All Ages,16292.0,15156,1,0
11679,Chainsaw Maid,Chainsaw Maid,チェーンソー・メイド,5.11,"Comedy, Horror, Supernatural","Dec 8, 2007",Finished Airing,R - 17+ (violence & profanity),11768.0,6707,110,179
11681,Tetsu no Ko Kanahiru,UNKNOWN,鉄の子カナヒル,UNKNOWN,Fantasy,"Aug 4, 2007",Finished Airing,G - All Ages,12884.0,18093,0,0
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,UNKNOWN,宝島メモリアル「夕凪と呼ばれた男」,6.44,"Adventure, Drama, Mystery, Supernatural","Dec 21, 1992",Finished Airing,G - All Ages,6644.0,11442,9,22
11687,Pussycat,Pussycat,プッシーキャット,4.19,"Fantasy, Horror","Dec 8, 2008",Finished Airing,R - 17+ (violence & profanity),12577.0,7856,44,66
11689,CCW: Crazy Clay Wrestling,Crazy Clay Wrestling,クレイジー・クレイ・レスリング,3.62,Sports,"Dec 8, 2007",Finished Airing,PG-13 - Teens 13 or older,12646.0,9795,33,78
11691,Bloody Date,Bloody Date,血みどろデート,4.21,Horror,"Nov 29, 2006",Finished Airing,R - 17+ (violence & profanity),12571.0,8596,74,110
11693,Match Uri no Shoujo,The Little Match Girl,マッチ売りの少女,5.72,Drama,"Dec 12, 1971",Finished Airing,G - All Ages,10011.0,13288,2,3
11695,Ultraman Graffiti,UNKNOWN,ウルトラマングラフィティ,5.44,"Action, Comedy","Oct 25, 1990",Finished Airing,G - All Ages,10973.0,14060,0,0
